at,userName,content,score
2024-11-25 11:59:51,Pengguna Google,lemot banyak gangguan layanan lagi tidak tersedia,1
2024-11-25 11:59:45,Pengguna Google,"sumpah ribet banget, gangguan lama banget dan klau aktivasi harua video call segala macam, pokok tamba ribet",1
2024-11-25 11:59:21,Pengguna Google,Sangat buruk gangguan hampir 12 jam siang hari,1
2024-11-25 11:59:17,Pengguna Google,"Jelek sering gangguan, bagus yg lama",1
2024-11-25 11:59:05,Pengguna Google,"Kacau setelah di update malah gangguan terus, dikirain masalah dari sebelum peng update an, coba donkk dipercepat teknisnya",2
2024-11-25 11:59:02,Pengguna Google,Sangat buruk,1
2024-11-25 11:58:57,Pengguna Google,Gangguan terossssss,1
2024-11-25 11:58:52,Pengguna Google,Dari tadi update muluuuu......masuk ke aplikasi lamaa,1
2024-11-25 11:58:51,Pengguna Google,Gimana sih kk aku mau tf aja susahhhh,1
2024-11-25 11:58:38,Pengguna Google,apa yg terjadi dg wondr bni hari i 1 hari full tak bisa login status perbaikan trus,1
2024-11-25 11:58:38,Pengguna Google,Mau login lelet sekali,1
2024-11-25 11:58:35,Pengguna Google,"Dari pagi sampai sekarang perbaikan terus, gimana ini BNI orang mau ngirim duit jadi susah banget",1
2024-11-25 11:58:21,Pengguna Google,"Kurang puas dengan aplikasi nya,sering ada gangguan.coba lebih baik mungkin nasabah senang.",3
2024-11-25 11:58:03,Pengguna Google,Kenapa saat ini aplikasinya tak bisa di gunakan dr td perbaikan terus,1
2024-11-25 11:58:01,Pengguna Google,"hari ini tnggl 25 november 2024 ,aplikasi wondr sdang tidak bisa diakses,apakh sedang ada gangguan?.",1
2024-11-25 11:57:48,Pengguna Google,"Aplikasinya knp tidak bisa di pakai ,sedangkan saya mau TF tapi udah nunggu sehari ini aplikasi tidak bisa dipakai",2
2024-11-25 11:57:40,Pengguna Google,Ini knp wondr ny g bs dibuka? Udh seharian loh,1
2024-11-25 11:57:37,Pengguna Google,gangguan 1 hari full,1
2024-11-25 11:57:27,Pengguna Google,Suka gangguan lama lagi,1
2024-11-25 11:57:25,Pengguna Google,Maintenance O,1
2024-11-25 11:57:16,Pengguna Google,Gangguan wonder by BNI sungguh lama. Aplikasi BNI lama lebih worth it,1
2024-11-25 11:57:02,Pengguna Google,Tau ah cape sama apk ini sumpah ngeselin bgt apalgi pas buru2 pake acara lag lah ini lah itu lah,2
2024-11-25 11:56:58,Pengguna Google,Kenapa gangguan terus ini aplikasi ya. Bagusan yang lama,1
2024-11-25 11:56:57,Pengguna Google,"Seharian error, ga bs digunakan.",1
2024-11-25 11:56:50,Pengguna Google,"Wonder aplikasi buruk,mobile terburuk eror terus.",1
2024-11-25 11:56:49,Pengguna Google,"Aplikasi Paling jelek, terlalu banyak gangguan",1
2024-11-25 11:56:48,Pengguna Google,"Bintang 3 karena sering gangguan lagi butuh buat transaksi malah sistem sedang diperbaiki terus, ngga cuma sekali hampir 20 kali lebih bermasalah mending BNI mobile ngga pernah ada trouble",3
2024-11-25 11:56:18,Pengguna Google,"Kurang easy use, big data JD lambat. LBH bagus BNI mobile",1
2024-11-25 11:56:05,Pengguna Google,2 dulu sesudah d update jdi ga bisa d buka atau d pakai tolong perbaiki,2
2024-11-25 11:56:03,Pengguna Google,"perbaikan melulu ahh, kalau apk belum siap ngapain di luncurkan",1
2024-11-25 11:55:44,Pengguna Google,Sehari tdk bs bukaaaaaaaaa,1
2024-11-25 11:55:40,Pengguna Google,Sering gangguan,1
2024-11-25 11:55:38,Pengguna Google,Oi cpt,1
2024-11-25 11:55:18,Pengguna Google,Aplikasi terlalu sering tidakbisa di gunakan transaksi,1
2024-11-25 11:55:01,Pengguna Google,Kok wonder tidak bisa di akses,2
2024-11-25 11:54:52,Pengguna Google,"Aplikasi aneh, susah login, pakai data ataupun wifi tetap susah login. Setelah login, ada notif ""Terjadi Masalah"". Kalau belum siap bikin aplikasi, mending jangan dibikin, buang2 paket dan waktu aja. Ini yang bikin nama Besar BNI jadi tercemar. Auto Uninstall",1
2024-11-25 11:54:51,Pengguna Google,Gangguan macam apa inii lamaa sekali,1
2024-11-25 11:54:41,Pengguna Google,Wondr mau gangguan sampai kapan sihh??? Orang gajian mau buka mbanking nya malah ga bisa. Login BNI mobile juga ga bisa,1
2024-11-25 11:54:28,Pengguna Google,Maintenance bisa sehari penuh.. mana lagi urgent,1
2024-11-25 11:54:19,Pengguna Google,"Kok aplikasinya susah dibuka ya? Ngestuck di loading mulu, tolong dong bantuannya min",1
2024-11-25 11:54:12,Pengguna Google,"Aplikasi jelek, gangguan tiap saat, ga bisa transaksi. Sumpah buruk bgt",1
2024-11-25 11:53:46,Pengguna Google,"Gabisa masuk aplikasi, uang transfer juga ga masuk ke rekening",1
2024-11-25 11:53:44,Pengguna Google,Coba donk perbaiki bni wonder nya kenapa tidak bisa masuk,3
2024-11-25 11:53:06,Pengguna Google,"Maintenance di jam kerja adalah suatu kerugian bagi saya jadi tidak bisa melakukan transaksi hari ini, banyak pelanggan jadi kabur. Kemarin dari BNI mobile banking suruh pindah ke wondr by BNI, giliran udah pindah di suruh transaksi pake BNI mobile banking. BNI mobile banking better than wondr by BNI.",1
2024-11-25 11:52:42,Pengguna Google,Parah kacau mau login per hari ini eror melulu,1
2024-11-25 11:52:06,Pengguna Google,"Sering bermasalah, masih mending BNI mobile",1
2024-11-25 11:51:49,Pengguna Google,Jelek sekali lebih bgus m bamking mobile,1
2024-11-25 11:51:42,Pengguna Google,Tidak ada notifikasi nya,5
2024-11-25 11:51:37,Pengguna Google,GK bisa di buka selalu ada peringatan KLO aplikasi lagi ada perbaikan,1
2024-11-25 11:51:22,Pengguna Google,Kemarin mainten jam 10 AM. Sekarang gangguan jam 6.44 PM Niat ga sih bikin aplikasi. Masa kalah sama DANA,2
2024-11-25 11:50:32,Pengguna Google,gangguan kenapa ya? Seharian saya lupa bawa dompet wondr juga gangguan dan tidak bisa melakukan pembayaran.,1
2024-11-25 11:50:07,Pengguna Google,kacau uang lagi di perluin malah kaya gini gangguan lama banget,1
2024-11-25 11:49:42,Pengguna Google,"apakah wondr saat ini bermasalah mulai dari tadi saya tidak bisa mlogin ,,ada masalah perbaikan tapi kok sampai 1 hari tlong penjelasanya jadi susah.",2
2024-11-25 11:49:09,Pengguna Google,Aku kasih bintang 3 aja dulu soalnya perbaikan sistemnya lama jdi saya mau menggunakan pun harus nunggu lama. Tolong pihak aplikasinya perbaiki sistemnya jangan terlalu lama,3
2024-11-25 11:48:49,Pengguna Google,"Baik,",4
2024-11-25 11:48:45,Pengguna Google,"Knpa engga bisa masuk ke wondr, aneh banget bintang 3 dulu lah",3
2024-11-25 11:48:13,Pengguna Google,"emng bagus apk lama, ini nyiksa banget sering gangguan, dan juga sering ke logut otmatis!",1
2024-11-25 11:48:11,Pengguna Google,"Aplikasi kalau belum siap jangan di sebar luaskan, sangat tidak nyaman, bagusan BNI Mobile Banking",1
2024-11-25 11:47:50,Pengguna Google,Perbaikan mulu apk nya jelek,1
2024-11-25 11:47:44,Pengguna Google,Bagus yg lama.. aplikasi banyak bermasalah,1
2024-11-25 11:47:42,Pengguna Google,"Banyak erornya, kalo lagi perbaikan tidak ada pemberitahuan",1
2024-11-25 11:47:41,Pengguna Google,Sering sekali eror kembalikan saja ke BNI mobile banking,1
2024-11-25 11:47:37,Pengguna Google,Skli update lama betul berjam2 gbisa dibuka. Mau transaksi jadi terhambat,1
2024-11-25 11:47:33,Pengguna Google,Aplikasi tidak bisa di buka gangguan Mulu wonder,5
2024-11-25 11:47:22,Pengguna Google,apakah sedang ada gangguan app wondr ? tidak bisa digunakan dari siang sampai sekarang,2
2024-11-25 11:47:14,Pengguna Google,dari pagi gabisa diakses🫠,1
2024-11-25 11:47:10,Pengguna Google,Ini kenapa si wonder eror apa gmn kok kaga bisa masuk udh di instal ulang tetep ajh kaga jelas nih lama lama,1
2024-11-25 11:47:03,Pengguna Google,"Ga bisa dibuka, error terus, bagusan yang lama",1
2024-11-25 11:46:57,Pengguna Google,"Aplikasi apa ini gangguan mulu, sekali gangguan lama bgt lg, gk jelas ini aplikasi",1
2024-11-25 11:46:56,Pengguna Google,Habis update Kenapa susah masuk iya?,3
2024-11-25 11:46:53,Pengguna Google,"Wondr menurut saya malah bikin bingung, masih lebih informatif BNI Mobile Banking. Ini sekarang tiap tanggal 25 koq nggak bisa dipakai, bener khan masih enak BNI Mobile banking anti lemot dan ngadat",1
2024-11-25 11:46:30,Pengguna Google,"Habis update kok nga Bs dipake aplikasinya,",1
2024-11-25 11:46:22,Pengguna Google,Apliaksi gak jelas ganguan terus,1
2024-11-25 11:45:45,Pengguna Google,Error gak jelas,1
2024-11-25 11:45:32,Pengguna Google,Kok gak bisa masuk seharian ini ya?,2
2024-11-25 11:45:30,Pengguna Google,apa lemot bgt,1
2024-11-25 11:45:28,Pengguna Google,Mending aplikasi BNI lama,2
2024-11-25 11:45:28,Pengguna Google,Mohon maaf kalo ada perbaikkan atau update jangan di jam² kerja dong,5
2024-11-25 11:45:25,Pengguna Google,Maintenance hampir seharian.. Tanpa pemberitahuan sebelumnya.. Sangat menghambat pekerjaan,1
2024-11-25 11:45:24,Pengguna Google,Ada apa dengan apk ni.dr pg ga bsa di gunakan,5
2024-11-25 11:45:22,Pengguna Google,Terkadang perbaikannya lama,3
2024-11-25 11:45:16,Pengguna Google,"Kenapa satu hari ini gangguan... Org lagi bisnis terhambat , app gak guna promo nya muncul trus pas udah ganti dari BNI ke wonder maah begini, cpt perbaiki.",1
2024-11-25 11:45:08,Pengguna Google,Lebih Bagus yg lama dari pada yg skrng,1
2024-11-25 11:45:02,Pengguna Google,Sering banget maintenance,2
2024-11-25 11:44:57,Pengguna Google,Ini kenapa saya ga bisa gunakan aplikasi ini ya? Pdahal kemarin2 bisa,1
2024-11-25 11:44:50,Pengguna Google,Gak becus,1
2024-11-25 11:44:49,Pengguna Google,Tolong perbaiki lama gangguan ny,5
2024-11-25 11:44:44,Pengguna Google,Habis update malah sering eror,1
2024-11-25 11:44:43,Pengguna Google,"Ini kenapa dengan wondr BNI dr td siang tidak bisa beroprasi,tidak bisa dibuka?",1
2024-11-25 11:44:41,Pengguna Google,trouble nya mengerikan,1
2024-11-25 11:44:39,Pengguna Google,"Buat login aja gk bisa, masih error",1
2024-11-25 11:44:23,Pengguna Google,Ini kenapa tiba tiba tidak bisa di buka? Jangan seperti ini dong kalau ada maintenance atau apa kan harusnya ada notif dulu kalau kita ada butuh dadakan seperti ini gimana,3
2024-11-25 11:44:20,Pengguna Google,Pakai Wondr by BNI Memang Simple Tapi Sayang Sering Gangguan Dan Gak Bisa Masuk Sama Sekali,2
2024-11-25 11:44:13,Pengguna Google,Aplikasi mobile banking nya lebih fresh dan bagus,5
2024-11-25 11:44:09,Pengguna Google,"Susah masuknya, apalah error terus",1
2024-11-25 11:44:06,Pengguna Google,P lama ya maintaine nya plis lah tim backend devloper nya gercep ngapa,1
2024-11-25 11:43:58,Pengguna Google,"Kenapa si nih app error Mulu, perasaan mobile banking yg lain lancar² aja",2
2024-11-25 11:43:46,Pengguna Google,"ga bisa di akses dari tadi siang,bikin rugi orang",1
2024-11-25 11:43:30,Pengguna Google,"App bejat,mau bayar gk bisa² masak eror sampek 4 jam 🤯😡🤬 Kalau bni gini aku cut deh gk jadi nasabah BNI",1
2024-11-25 11:43:25,Pengguna Google,Payah.. Lebih nyaman pake mbanking yg dulu. Ribet mending pindah payroll,1
2024-11-25 11:43:20,Pengguna Google,Susahh. Ada gangguan terusss . Ini kn buat kepentingan .tapi lemot lelet,2
2024-11-25 11:43:13,Pengguna Google,"Kok bisa aplikasi nya eror padhl saya lagi butuh saat ini Kenapa beda sama mbangking BCA ,mbangking BCA enggk pernh masalah eror kek gini",1
2024-11-25 11:43:11,Pengguna Google,Ya ampun... Sangat buruk... Kelas nya Bank koq kaya gini... Mau transaksi jadi lambat... Bikin emosi saja... Kalau memang aplikasinya belum siap digunakan gak usah dipaksakan. Sangat kecewa... Mending pakai bank lain saja lah...,1
2024-11-25 11:42:58,Pengguna Google,ini wondr error melulu. Hari ini. Pas lagi butuh butuh nya mau di pakai transaksi. Errar error melulu. Bagaimana ini aplikasi ? Sudah siap diapakai apa belum sich. Sebenarnya ini aplikasi .,1
2024-11-25 11:42:58,Pengguna Google,Apk busuk MAINTANCE SEHARIAN PENUH BELUM BISA DIBUKA,1
2024-11-25 11:42:40,Pengguna Google,"aplikasi bikin kesel setiap gajian mau ambil di m-banking aplikasi selalu eror, sangat² buruk",1
2024-11-25 11:42:32,Pengguna Google,"Apalagi Bermasalah Ya Apl Ini, Soalnya mulai Dari Siang Tadi Sampek Sore Ini Gak Bisa Di Buka. info",2
2024-11-25 11:42:17,Pengguna Google,Gangguan teruz womder,1
2024-11-25 11:42:10,Pengguna Google,"bagus, rapi, dan kerja cepat :)",5
2024-11-25 11:41:51,Pengguna Google,Gak kainla,1
2024-11-25 11:41:50,Pengguna Google,"Bagusan e banking BNI Lama. Transaksi lebih cepat , Batas kirim ewalet lebih besar, Gangguan cepat di atasi. Kalau yg baru kebalikan semua.",1
2024-11-25 11:41:39,Pengguna Google,Kalo update terlalu lama.....lebih bagus mbanking BNI yg lama,1
2024-11-25 11:41:37,Pengguna Google,skrg bnyak gguan,3
2024-11-25 11:41:34,Pengguna Google,"ini apk jelek bgt sumpahh, sering eror jadi mau transaksi susah. bagusan bni yang lama!!!!",1
2024-11-25 11:41:31,Pengguna Google,Apk rusakkkk. Suka gangguan/Error udh di install smpe 3x ttep aja gak bisa. Mending pindah ajadah ke livin/brimo,1
2024-11-25 11:41:09,Pengguna Google,Kok perbaikayan lama amat sih min?? Lom bisa masuk nih dari pagi. Tiap buka tulisanya maaf kami sedang ada perbaikan silakan coba lagi nanti..,5
2024-11-25 11:40:44,Pengguna Google,Mantap mudah untuk bertransaksi ....,4
2024-11-25 11:40:28,Pengguna Google,"Ni apk ribet bngt dah,gw login dri tdi pagi smpai skrng kagak mau ,ada perbaikan apa sih sampai2 seharian msih ttp ga mau",1
2024-11-25 11:40:17,Pengguna Google,"Fitur"" Nya sihh menyenangkan tapi lama"" Aplikasi gw bisa dibuka sistem eror terus udah di instal ulang tpi ttp ga bisa",4
2024-11-25 11:40:01,Pengguna Google,Wondr. Selalu ada kendala. Tim kami sedang perbaiki coba lagi.,1
2024-11-25 11:39:58,Pengguna Google,Ini aplikasi apa perbaikan terus Kapan bisa transaksinya kalok perbaikan teris,1
2024-11-25 11:39:41,Pengguna Google,Buruk sekali !!! Aplikasi Gak bisa dibuka... Eror terus !!! Orang mau transaksi malah tersendat!! Terpaksa tarik dana hapus aplikasi!!!!,1
2024-11-25 11:39:27,Pengguna Google,Kenapa aplikasi ini tidak bisa di buka,1
2024-11-25 11:38:42,Pengguna Google,Kebanyakan maintenance,2
2024-11-25 11:38:17,Pengguna Google,Ganti wonder malah banyak gangguan payah semenjak ganti wonder,1
2024-11-25 11:38:06,Pengguna Google,"Eror nggak bisa masuk, maintenance trs",1
2024-11-25 11:37:52,Pengguna Google,ini knapa sih seharian gk bisa di buka wonder nya,1
2024-11-25 11:37:42,Pengguna Google,"Maintenance pas tgl 25 siang hari, sangat² buruk.. hampir 12 jam pula",1
2024-11-25 11:37:36,Pengguna Google,"Sering eror,sampai sekarang ini pun masih error gk bs di buka🥲,jd susah kan saya mau buat blnja online dn untuk transaksi lain ya,tolong dong cpt di perbaiki lg",3
2024-11-25 11:37:29,Pengguna Google,Hari ini update... setelah di update malah ga bisa login!!! Mohon di perhatikan!!!,1
2024-11-25 11:37:13,Pengguna Google,Ini ada apa sih dari tadi siang gak bisa di pakek mohon segera di perbaiki soalnya saya sendiri di perlukan setiap hari ini aplikasi padahal masih baru ini aplikasi kenapa sudah eror lagi saya mohon secepatnya di tindak lanjuti karna keperluan tertunda gara gara aplikasi eror,1
2024-11-25 11:37:01,Pengguna Google,"Ini kenapa seharian wndr gak bisa di buka... jadi ribet mau melakukan transaksi "" munculnya notif team kami akan memperbaiki, kalo cuman 1 atau 2 jam maintenence gkpp ini sampe seharian"" emng gak worth it.. mrnghambat",1
2024-11-25 11:36:44,Pengguna Google,Gak berguna masa iya ga conct mulu,1
2024-11-25 11:36:33,Pengguna Google,SERING GANGGUAN MOHON DI PERBAIKI SISTEMNYA AGAR TIDAK MENGGANGGU TRANSAKSI,2
2024-11-25 11:36:32,Pengguna Google,Eror,5
2024-11-25 11:36:31,Pengguna Google,"Saya pengguna wondr dan beberapa apk perbankan lainnya, tapi sayang wondr masih kalah dalam hal fitur",3
2024-11-25 11:36:31,Pengguna Google,Parah...giliran maintenance bisa berhari hari. Menghambat yg mestinya bisa praktis jd ribet.,1
2024-11-25 11:36:23,Pengguna Google,Min semenjak update 20 nov kenapa sering error yak,2
2024-11-25 11:36:07,Pengguna Google,"kenapa aplikasi tidaj bisa dibuka ya akhir2 ini, ada peringatan fitur tidak tersedia !",3
2024-11-25 11:35:59,Pengguna Google,"saya dari pagi smpe malem pas saya buka ni aplikasi.bilang nya 'sbentar ia"" itu2 trus kluar..membosenkan bagt",1
2024-11-25 11:35:45,Pengguna Google,"Aplikasi ancur bnyk maintance top up di batesin aneh,,udh bagus bagus mobile banking,,,sok iye mau nyamain livin sama brimo",1
2024-11-25 11:35:41,Pengguna Google,"Aplikasi semakin ribet Lebih nyaman mobile yg lama Ini mau dipakai g bisa, kebanyakan perbaikan",1
2024-11-25 11:35:40,Pengguna Google,Pake wondr BNI sering bgt erorr jadi susah buat bayar ya klo sering erorr malah bikin susah konsumen aja,1
2024-11-25 11:35:24,Pengguna Google,"Sering error, transaksi e wallet dibatasi hanya 1-2 juta, aplikasi sebelum nya bisa 10.000.000 Payah..... 👎👎👎👎👎",1
2024-11-25 11:35:15,Pengguna Google,Kunaon ieu wondr teu bisa di pake,5
2024-11-25 11:35:14,Pengguna Google,"Aplikasinya sering mainteanance,padahal lagi mau transaksi malah gk bisa,nyebelin banget ini BNI mbankingnya pelayanannya makin buruk",1
2024-11-25 11:35:11,Pengguna Google,"mohon disegerakan maintenance nya, karena dibutuhkan setiap hari untuk bertransaksi",5
2024-11-25 11:35:07,Pengguna Google,Kok ada masalah ya padahal lagi butuh banget tolong dong perbaikanya min,1
2024-11-25 11:34:55,Pengguna Google,BNI aku ga bisa ke buka gimana ini,1
2024-11-25 11:34:54,Pengguna Google,"Ini mau sampai kapan wondr tidak bisa di gunakan,,mau transaksi juga jadi susah gini ,,ayolah lama bener bagus nya",4
2024-11-25 11:34:53,Pengguna Google,"Bagus"" BNI mobile yg lama ,malah diganti APK sering eror kocak",1
2024-11-25 11:34:42,Pengguna Google,Ada apa ini. Maintance nya lama banget hampir seharian!!!!!!,1
2024-11-25 11:34:25,Pengguna Google,Lamban sekali. Sebaiknya jangan diluncurkan dlu kalau masih belum bisa digunakan dengan baik,1
2024-11-25 11:34:23,Pengguna Google,"Dikit-dikit ada kendala, dikit-dikit perbaikan. RIBET Mau transaksi apa sering gagal gara-gara aplikasi ini sering ga bisa dibuka saat dibutuhkan huft",2
2024-11-25 11:34:23,Pengguna Google,Aplikasi tidak bisa digunakan...,1
2024-11-25 11:34:10,Pengguna Google,Kenapa sie ga ada berubah nya nie BNI slalu aja kendala nya slalu lama kalau lagi perbaikan dr dulu saya masih kerja di BNI..,1
2024-11-25 11:34:00,Pengguna Google,kok erorrr sih mau dipake KENAPAAAA,5
2024-11-25 11:34:00,Pengguna Google,"Menyusahkan tidak bisa transaksi mending aplikasi yg lama, gangguan trs, klo blm layak gak usah di launching dulu",1
2024-11-25 11:33:51,Pengguna Google,sering gangguan,1
2024-11-25 11:33:51,Pengguna Google,Tolong atasi eror aplikasi hari ini karena saya mau transaksi tidak bisa masuk ke aplikasi,1
2024-11-25 11:33:48,Pengguna Google,Sering gak bisa d buka,1
2024-11-25 11:33:35,Pengguna Google,ini bagaimana kenapa eror begini app nya ..??,1
2024-11-25 11:33:28,Pengguna Google,"Lah kok jadi kyak gini aplikasinya, gak bisa dibuka..😥",1
2024-11-25 11:32:48,Pengguna Google,Ngk bagus,3
2024-11-25 11:32:23,Pengguna Google,"ko kendala mlu, mau login gk bisa pdhal sudah update, keburu wktu pembayaran habis kn jadinya jd gk bisa sat set",2
2024-11-25 11:32:22,Pengguna Google,"Sumpah demi allah, nyesel gw pake wondr bni. Peebaikan terus gk selesai selesai",1
2024-11-25 11:32:03,Pengguna Google,Wey yg bener ajh seharian eror kaga jelas banget ini bni bikin orang risih,1
2024-11-25 11:31:04,Pengguna Google,Maintenance dari siang-malam belum kelar juga,1
2024-11-25 11:30:55,Pengguna Google,"Aplikasinya ga kaya BNI mobail, kurang bagus kebanyakan perbaikan",1
2024-11-25 11:30:40,Pengguna Google,tlong bgus wonge by bni y,5
2024-11-25 11:30:11,Pengguna Google,"Hari ini 25/11/24 error gabisa dibuka apk nya, dan gk bisa transaksi sama sekali, gajian juga tertunda gara"" eror, lain kali kalau mau ada maintenance beri tahu H-1 lewat WhatsApp/email agar customer bisa bersiap! Tidak dadakan sprti ini !",1
2024-11-25 11:30:01,Pengguna Google,"Sudah di update tpi tambah error, tidak bisa login karna sedang perbaikan, setelah sudah bisa login malah perbaikan fitur lagi akhirnya tdak bisa masuk sama skli, semoga proses maintenance nya bisa lebih optimal lagi👍",1
2024-11-25 11:29:43,Pengguna Google,Maaf sering trouble tak semudah aplikasi sebelumnnya,3
2024-11-25 11:29:34,Pengguna Google,gak bisa di buka ni amplikasi,1
2024-11-25 11:29:09,Pengguna Google,Aplikasi prematur. Error seharian. ITnya kerja donk...,1
2024-11-25 11:28:52,Pengguna Google,"Tolong di perhatikan lagi dalam sistem apk nya min, sistem apk wonder by bni sering sekali terjadi eror",1
2024-11-25 11:28:49,Pengguna Google,"Penyelesaian kendala nya lama,",1
2024-11-25 11:28:38,Pengguna Google,Hapus aja wonder dari BNI percuma ada juga kalo sering perbaikan,1
2024-11-25 11:28:31,Pengguna Google,"Nggak bisa login, gangguan",1
2024-11-25 11:28:30,Pengguna Google,M BANGKING TERBURUK,1
2024-11-25 11:28:23,Pengguna Google,Eror dari siang ga bisa buka wondr by BNI,3
2024-11-25 11:28:15,Pengguna Google,kebanyakan gangguan ni aplikasi,1
2024-11-25 11:28:14,Pengguna Google,"Setelah di update ke versi 1.2.0 malah makin lemot,",2
2024-11-25 11:28:10,Pengguna Google,Gajelas update siang siangg woy,1
2024-11-25 11:28:10,Pengguna Google,Trobel ngk selesai selesai luamaaaa bangetttt kurang membantu,1
2024-11-25 11:28:09,Pengguna Google,"min, cepetin perbaikannya min",1
2024-11-25 11:27:47,Pengguna Google,"dari tadi ganguan gk bsa di buka, gak jelas",1
2024-11-25 11:27:24,Pengguna Google,Banyak maintenence nya... mau dipake malah error.,1
2024-11-25 11:27:22,Pengguna Google,ini kenapa setelah diupdate malah g bsa dibuka ya,2
2024-11-25 11:27:12,Pengguna Google,"Aplikasi'y kurang bagus, sdh di upgret malah ga bisa dibuka, ""bentar ya, tim kami sedang perbaiki."" Dari pagi sampe mlm blm bisa2 juga.",1
2024-11-25 11:27:10,Pengguna Google,Sering amat perbaikan. Terus lama pula perbaikannya. Kalau pas kondisi urgent bikin repot orang,3
2024-11-25 11:26:58,Pengguna Google,Lebih praktis yg lama. Yg ini lebih ribet. Sering gangguan,1
2024-11-25 11:26:54,Pengguna Google,Kok eror seharian,2
2024-11-25 11:26:44,Pengguna Google,Apakah gangguan?,2
2024-11-25 11:26:43,Pengguna Google,"Seharian ini eror trus, GK bisa masuk, ada kendala pada sistem Mulu, apa lagi gangguan?",1
2024-11-25 11:26:42,Pengguna Google,"Setelah di ubah ke wondr, hancur udah m-banking BNI. Parah banget ini😨",3
2024-11-25 11:26:29,Pengguna Google,Fitur tidak lagi tersedia mlu..,1
2024-11-25 11:26:16,Pengguna Google,"Kenapa jadi eror gni ya....., mau sampai kapan ni..., jdi tdk nyaman..., pakainya, mending yg lama aja...",1
2024-11-25 11:26:09,Pengguna Google,"lama bgt perbaikan app nya, dikira ga perlu transaksi orang",1
2024-11-25 11:26:08,Pengguna Google,Ini kenapa sih aplikasi tidak bisa di gunakandari pagi! Dan tidak ada info juga dari adminya!,1
2024-11-25 11:25:48,Pengguna Google,Kenapa sering susah masuk terus sih ini mbangking .. Mohon ditingkatkan lagi,4
2024-11-25 11:25:44,Pengguna Google,"Buka apk sedang perbaikan terus ga ada kepastian selesainya, solusinya",1
2024-11-25 11:25:44,Pengguna Google,"PARAH !!, Mau smpe kapan kek gini, udah fitur kurang, sering ngebug, hari ini gak bisa di akses sama sekali..asli gak bisa transaksi sama sekali bah....",3
2024-11-25 11:25:38,Pengguna Google,"Ini kenapa ya aplikasi nya saya mau transfer tapi kok ggk bisa buka aplikasinya, tolong cepat di perbaiki ya",4
2024-11-25 11:25:35,Pengguna Google,"Ini kenapa kalo di buka, fitur sedang di perbaiki karena ada kendala. Dan mau tanya, kalo kita hapus apk terus download ulang apakah uangnya masih tetap utuh",2
2024-11-25 11:25:35,Pengguna Google,Maaf min ini mbanking nya tidak bisa di buka knp ya,1
2024-11-25 11:25:31,Pengguna Google,Sering error,1
2024-11-25 11:25:22,Pengguna Google,Aplikasi tolol.. klo blom siap jngn maksa di buka dulu. sering ganguang . sering perbaikan tpi tiada beda.,1
2024-11-25 11:25:09,Pengguna Google,"Kenapa fitur tdak tersedia mulu,ini aplikasi knapa dah susah dibuka",1
2024-11-25 11:25:03,Pengguna Google,Wonder kok sering eror ya?,3
2024-11-25 11:25:02,Pengguna Google,"Sangat kecewa dari siang saya menunggu perbaikan sampai sekarang belum selesai""",1
2024-11-25 11:24:55,Pengguna Google,menyulitkan nasabah sering down maintenance payahh,1
2024-11-25 11:24:44,Pengguna Google,"gimana sih kok mau login ga bisa fitur ga tersedia mulu,ini mau liat saldo gimana caranya",1
2024-11-25 11:24:26,Pengguna Google,gangguan apa sih,1
2024-11-25 11:24:18,Pengguna Google,"Sering troble saat mau masuk bertulis bentar ya, tim kami sedang perbaikan supaya kamu bisa pakai lagi.coba nanti. Dan setelah lama saya masuk lagi sama sekali coba saya hapus teru instal lagi tetap sama ada gejala kyk yamg saya tulis di atas",1
2024-11-25 11:24:17,Pengguna Google,Kenapa sekarang wondr bni sering eror mohon diperbaiki lagi,1
2024-11-25 11:24:14,Pengguna Google,Kayanya blum optimal ini wondr keseringan perbaikan ssah buka klo lagi di tol mau transaksi cepet Trus lama lagi perbaikan nya Nanti klo udah optimal baru ksih bintang 5,3
2024-11-25 11:24:05,Pengguna Google,Lebih baik BNI mobile di banding windr sulit untuk login padahal kemarin bisa.. Aneh aplikasi ini,1
2024-11-25 11:23:58,Pengguna Google,"Mending yang lama, ngabisin anggaran aja",1
2024-11-25 11:23:47,Pengguna Google,Aplikasi tolol di perbaiki nya lama banget,1
2024-11-25 11:23:45,Pengguna Google,Banyak perbaikan jadi ga bisa transakasi cepat,1
2024-11-25 11:23:28,Pengguna Google,"Kurang membantu jelek, eror aplikasi, maintenant terlalu lama, gak ada pemberitahuan dulu,,",1
2024-11-25 11:23:18,Pengguna Google,"Akun saya ko gak bisa dibuka yaa,selalu ada kata""maaf lagi ada kendala silahkan coba lagi nanti""udah beberapa kali coba dibuka masih aja seperti itu,,mohon bantuannya",2
2024-11-25 11:23:11,Pengguna Google,Aplikasi baru pengganti BNI M.banking .... tapi masih sering erornya ... tdk nyaman ...,3
2024-11-25 11:23:08,Pengguna Google,LEMOT BOSSS,1
2024-11-25 11:22:56,Pengguna Google,Lebih mudah pakek aplikasi yang lama.. kalau kayak gini BNI kehilangan nasabah ni gara gara wonder😤,1
2024-11-25 11:22:56,Pengguna Google,Sangat buruk susah sekali login lebih baik aplikasi sebelum nya simple mudah untuk login,1
