content,sentimen,aspek,content_clean,content_casefolded,content_normalized,content_stopword,content_tokens,clean_text,content_stemmed
"Untung aplikasi BNI Mobile ku blm ku hapus ðŸ¤¦ðŸ»â€â™€ï¸ wonder by BNI ini kayak.y belum siap pakai deh tp udah diluncurkan. Awal download raguÂ² krn ulasan.y benerÂ² buruk tp nekat download langsung daftar kemarin & aplikasi.y berfungsi dgn baik meskipun masih banyak fitur yg kurang. Hari ini pas mau login benerÂ² gak bisa, yg muncul selalu syarat & ketentuan, udah dicentang semua & udah coba berkali-kali tp tetap gak bisa login dgn keterangan ""sesi anda telah berakhir"". Tolong diperbaiki lagi ðŸ™",Negative,Autentikasi,Untung aplikasi BNI Mobile ku blm ku hapus  wonder by BNI ini kayak y belum siap pakai deh tp udah diluncurkan Awal download ragu krn ulasan y bener buruk tp nekat download langsung daftar kemarin  aplikasi y berfungsi dgn baik meskipun masih banyak fitur yg kurang Hari ini pas mau login bener gak bisa yg muncul selalu syarat  ketentuan udah dicentang semua  udah coba berkali kali tp tetap gak bisa login dgn keterangan sesi anda telah berakhir Tolong diperbaiki lagi,untung aplikasi bni mobile ku blm ku hapus  wonder by bni ini kayak y belum siap pakai deh tp udah diluncurkan awal download ragu krn ulasan y bener buruk tp nekat download langsung daftar kemarin  aplikasi y berfungsi dgn baik meskipun masih banyak fitur yg kurang hari ini pas mau login bener gak bisa yg muncul selalu syarat  ketentuan udah dicentang semua  udah coba berkali kali tp tetap gak bisa login dgn keterangan sesi anda telah berakhir tolong diperbaiki lagi,untung aplikasi bni mobile ku belum ku hapus Wondr by bni ini kayak ya belum siap pakai saja tapi sudah diluncurkan awal download ragu karena ulasan ya benar buruk tapi nekat download langsung daftar kemarin aplikasi ya berfungsi dengan baik meskipun masih banyak fitur yang kurang hari ini pas mau login benar tidak bisa yang muncul selalu syarat ketentuan sudah dicentang semua sudah coba berkali kali tapi tetap tidak bisa login dengan keterangan sesi anda telah berakhir tolong diperbaiki lagi,untung mobile ku belum ku hapus Wondr kayak belum pakai diluncurkan download ragu ulasan buruk nekat download langsung daftar kemarin berfungsi baik masih fitur kurang pas login tidak bisa muncul syarat ketentuan dicentang coba berkali kali tidak bisa login keterangan sesi tolong diperbaiki,"['untung', 'mobile', 'ku', 'belum', 'ku', 'hapus', 'Wondr', 'kayak', 'belum', 'pakai', 'diluncurkan', 'download', 'ragu', 'ulasan', 'buruk', 'nekat', 'download', 'langsung', 'daftar', 'kemarin', 'berfungsi', 'baik', 'masih', 'fitur', 'kurang', 'pas', 'login', 'tidak', 'bisa', 'muncul', 'syarat', 'ketentuan', 'dicentang', 'coba', 'berkali', 'kali', 'tidak', 'bisa', 'login', 'keterangan', 'sesi', 'tolong', 'diperbaiki']",untung mobile ku belum ku hapus Wondr kayak belum pakai diluncurkan download ragu ulasan buruk nekat download langsung daftar kemarin berfungsi baik masih fitur kurang pas login tidak bisa muncul syarat ketentuan dicentang coba berkali kali tidak bisa login keterangan sesi tolong diperbaiki,"['untung', 'mobile', 'ku', 'belum', 'ku', 'hapus', 'wondr', 'kayak', 'belum', 'pakai', 'luncur', 'download', 'ragu', 'ulas', 'buruk', 'nekat', 'download', 'langsung', 'daftar', 'kemarin', 'fungsi', 'baik', 'masih', 'fitur', 'kurang', 'pas', 'login', 'tidak', 'bisa', 'muncul', 'syarat', 'tentu', 'centang', 'coba', 'kali', 'kali', 'tidak', 'bisa', 'login', 'terang', 'sesi', 'tolong', 'diperbaiki']"
"Masih lebih baik versi sebelumnya yang mobile. Ini banyak error logout mulu masa harus isi lagi nomor HP, mending sempurkan dulu aplikasinya sebelum di rilis",Negative,Autentikasi,Masih lebih baik versi sebelumnya yang mobile Ini banyak error logout mulu masa harus isi lagi nomor HP mending sempurkan dulu aplikasinya sebelum di rilis,masih lebih baik versi sebelumnya yang mobile ini banyak error logout mulu masa harus isi lagi nomor hp mending sempurkan dulu aplikasinya sebelum di rilis,masih lebih baik versi sebelumnya yang mobile ini banyak error logout melulu masa harus isi lagi nomor hp lebih baik sempurkan dulu aplikasinya sebelum di rilis,masih lebih baik versi mobile error logout melulu isi nomor hp lebih baik sempurkan rilis,"['masih', 'lebih', 'baik', 'versi', 'mobile', 'error', 'logout', 'melulu', 'isi', 'nomor', 'hp', 'lebih', 'baik', 'sempurkan', 'rilis']",masih lebih baik versi mobile error logout melulu isi nomor hp lebih baik sempurkan rilis,"['masih', 'lebih', 'baik', 'versi', 'mobile', 'error', 'logout', 'melulu', 'isi', 'nomor', 'hp', 'lebih', 'baik', 'sempur', 'rilis']"
Udah daftar terus aplikasinya error. Terus di uninstal lagi kan. Pas di download kembali terus mau login malah kayak daftar ulang lagi. Udah gtu pas bagian verifikasi muka gagal terus alhasil gak bisa. Mana lagi mau dibutuhkan untuk payroll,Negative,Autentikasi,Udah daftar terus aplikasinya error Terus di uninstal lagi kan Pas di download kembali terus mau login malah kayak daftar ulang lagi Udah gtu pas bagian verifikasi muka gagal terus alhasil gak bisa Mana lagi mau dibutuhkan untuk payroll,udah daftar terus aplikasinya error terus di uninstal lagi kan pas di download kembali terus mau login malah kayak daftar ulang lagi udah gtu pas bagian verifikasi muka gagal terus alhasil gak bisa mana lagi mau dibutuhkan untuk payroll,sudah daftar terus aplikasinya error terus di uninstall lagi kan pas di download kembali terus mau login malah kayak daftar ulang lagi sudah begitu pas bagian verifikasi muka gagal terus alhasil tidak bisa mana lagi mau dibutuhkan untuk payroll,daftar error uninstall pas download login kayak daftar ulang pas verifikasi muka gagal alhasil tidak bisa dibutuhkan payroll,"['daftar', 'error', 'uninstall', 'pas', 'download', 'login', 'kayak', 'daftar', 'ulang', 'pas', 'verifikasi', 'muka', 'gagal', 'alhasil', 'tidak', 'bisa', 'dibutuhkan', 'payroll']",daftar error uninstall pas download login kayak daftar ulang pas verifikasi muka gagal alhasil tidak bisa dibutuhkan payroll,"['daftar', 'error', 'uninstall', 'pas', 'download', 'login', 'kayak', 'daftar', 'ulang', 'pas', 'verifikasi', 'muka', 'gagal', 'alhasil', 'tidak', 'bisa', 'butuh', 'payroll']"
"aplikasi sampah gaguna, mau tf pin nya salah padahal udah sesuai akhirnya terpaksa reset. pas udah reset mo login malah password nya yang tbtb salah pdhl bener bener semenit lalu passwordnya bs. pas passwordnya udh bs pin nya malah gabisa lagi, ini duit jadi gabisa kepake serba salah padahal bener bener udah sesuai banget udah sampe reset gada typo tp salah 1 antara password login atau pin selalu salah sampe akhirnya gbs login karna keseringan verif. uang jadi gabisa diapa apain nih. sampah",Negative,Autentikasi,aplikasi sampah gaguna mau tf pin nya salah padahal udah sesuai akhirnya terpaksa reset pas udah reset mo login malah password nya yang tbtb salah pdhl bener bener semenit lalu passwordnya bs pas passwordnya udh bs pin nya malah gabisa lagi ini duit jadi gabisa kepake serba salah padahal bener bener udah sesuai banget udah sampe reset gada typo tp salah  antara password login atau pin selalu salah sampe akhirnya gbs login karna keseringan verif uang jadi gabisa diapa apain nih sampah,aplikasi sampah gaguna mau tf pin nya salah padahal udah sesuai akhirnya terpaksa reset pas udah reset mo login malah password nya yang tbtb salah pdhl bener bener semenit lalu passwordnya bs pas passwordnya udh bs pin nya malah gabisa lagi ini duit jadi gabisa kepake serba salah padahal bener bener udah sesuai banget udah sampe reset gada typo tp salah  antara password login atau pin selalu salah sampe akhirnya gbs login karna keseringan verif uang jadi gabisa diapa apain nih sampah,aplikasi sampah gaguna mau transfer pin ya salah padahal sudah sesuai akhirnya terpaksa reset pas sudah reset mau login malah password ya yang tbtb salah padahal benar benar semenit lalu passwordnya bisa pas passwordnya sudah bisa pin ya malah tidak bisa lagi ini uang jadi tidak bisa kepakai serba salah padahal benar benar sudah sesuai banget sudah sampai reset tidak ada typo tapi salah antara password login atau pin selalu salah sampai akhirnya gak bisa login karena keseringan verif uang jadi tidak bisa diapa apai nih sampah,sampah gaguna transfer pin salah sesuai terpaksa reset pas reset login password tbtb salah semenit passwordnya bisa pas passwordnya bisa pin tidak bisa uang tidak bisa kepakai serba salah sesuai banget reset tidak typo salah password login pin salah gak bisa login keseringan verif uang tidak bisa diapa apai nih sampah,"['sampah', 'gaguna', 'transfer', 'pin', 'salah', 'sesuai', 'terpaksa', 'reset', 'pas', 'reset', 'login', 'password', 'tbtb', 'salah', 'semenit', 'passwordnya', 'bisa', 'pas', 'passwordnya', 'bisa', 'pin', 'tidak', 'bisa', 'uang', 'tidak', 'bisa', 'kepakai', 'serba', 'salah', 'sesuai', 'banget', 'reset', 'tidak', 'typo', 'salah', 'password', 'login', 'pin', 'salah', 'gak', 'bisa', 'login', 'keseringan', 'verif', 'uang', 'tidak', 'bisa', 'diapa', 'apai', 'nih', 'sampah']",sampah gaguna transfer pin salah sesuai terpaksa reset pas reset login password tbtb salah semenit passwordnya bisa pas passwordnya bisa pin tidak bisa uang tidak bisa kepakai serba salah sesuai banget reset tidak typo salah password login pin salah gak bisa login keseringan verif uang tidak bisa diapa apai nih sampah,"['sampah', 'gaguna', 'transfer', 'pin', 'salah', 'sesuai', 'paksa', 'reset', 'pas', 'reset', 'login', 'password', 'tbtb', 'salah', 'menit', 'passwordnya', 'bisa', 'pas', 'passwordnya', 'bisa', 'pin', 'tidak', 'bisa', 'uang', 'tidak', 'bisa', 'pakai', 'serba', 'salah', 'sesuai', 'banget', 'reset', 'tidak', 'typo', 'salah', 'password', 'login', 'pin', 'salah', 'gak', 'bisa', 'login', 'sering', 'verif', 'uang', 'tidak', 'bisa', 'apa', 'apa', 'nih', 'sampah']"
Verifikasi Wajah Error,Negative,Autentikasi,Verifikasi Wajah Error,verifikasi wajah error,verifikasi wajah error,verifikasi wajah error,"['verifikasi', 'wajah', 'error']",verifikasi wajah error,"['verifikasi', 'wajah', 'error']"
Untuk otp emal saya kokdhak terkirimya,Negative,Autentikasi,Untuk otp emal saya kokdhak terkirimya,untuk otp emal saya kokdhak terkirimya,untuk otp email saya kok tidak terkirimya,otp email tidak terkirimya,"['otp', 'email', 'tidak', 'terkirimya']",otp email tidak terkirimya,"['otp', 'email', 'tidak', 'terkirimya']"
"Uninstall dulu. Udah berhasil login 1 hari sebelumnya. Hari ini mau login, malah disuruh daftar lagi.",Negative,Autentikasi,Uninstall dulu Udah berhasil login  hari sebelumnya Hari ini mau login malah disuruh daftar lagi,uninstall dulu udah berhasil login  hari sebelumnya hari ini mau login malah disuruh daftar lagi,uninstall dulu sudah berhasil login hari sebelumnya hari ini mau login malah disuruh daftar lagi,uninstall berhasil login login disuruh daftar,"['uninstall', 'berhasil', 'login', 'login', 'disuruh', 'daftar']",uninstall berhasil login login disuruh daftar,"['uninstall', 'hasil', 'login', 'login', 'suruh', 'daftar']"
"Untuk fitur login pake biometrik sidik jari diaktifkan tolong juga disediakan menu untuk login pake password, takutnya sewaktu login dengan sidik jari bermasalah masih bisa login seperti biasa dengan password.",Negative,Autentikasi,Untuk fitur login pake biometrik sidik jari diaktifkan tolong juga disediakan menu untuk login pake password takutnya sewaktu login dengan sidik jari bermasalah masih bisa login seperti biasa dengan password,untuk fitur login pake biometrik sidik jari diaktifkan tolong juga disediakan menu untuk login pake password takutnya sewaktu login dengan sidik jari bermasalah masih bisa login seperti biasa dengan password,untuk fitur login pakai biometrik sidik jari diaktifkan tolong juga disediakan menu untuk login pakai password takutnya sewaktu login dengan sidik jari bermasalah masih bisa login seperti biasa dengan password,fitur login pakai biometrik sidik jari diaktifkan tolong disediakan menu login pakai password takutnya login sidik jari bermasalah masih bisa login password,"['fitur', 'login', 'pakai', 'biometrik', 'sidik', 'jari', 'diaktifkan', 'tolong', 'disediakan', 'menu', 'login', 'pakai', 'password', 'takutnya', 'login', 'sidik', 'jari', 'bermasalah', 'masih', 'bisa', 'login', 'password']",fitur login pakai biometrik sidik jari diaktifkan tolong disediakan menu login pakai password takutnya login sidik jari bermasalah masih bisa login password,"['fitur', 'login', 'pakai', 'biometrik', 'sidik', 'jari', 'aktif', 'tolong', 'sedia', 'menu', 'login', 'pakai', 'password', 'takut', 'login', 'sidik', 'jari', 'masalah', 'masih', 'bisa', 'login', 'password']"
aplikasi gajelas verifikasi muka gagal terus aneh ribet harus ada vermuk ga kaya bca najis,Negative,Autentikasi,aplikasi gajelas verifikasi muka gagal terus aneh ribet harus ada vermuk ga kaya bca najis,aplikasi gajelas verifikasi muka gagal terus aneh ribet harus ada vermuk ga kaya bca najis,aplikasi gak jelas verifikasi muka gagal terus aneh rumit harus ada verifikasi muka tidak kayak baca najis,gak verifikasi muka gagal aneh rumit verifikasi muka tidak kayak baca najis,"['gak', 'verifikasi', 'muka', 'gagal', 'aneh', 'rumit', 'verifikasi', 'muka', 'tidak', 'kayak', 'baca', 'najis']",gak verifikasi muka gagal aneh rumit verifikasi muka tidak kayak baca najis,"['gak', 'verifikasi', 'muka', 'gagal', 'aneh', 'rumit', 'verifikasi', 'muka', 'tidak', 'kayak', 'baca', 'najis']"
"Pada saat aplikasinya error, pengguna langsung diblokir tanpa ada notifikasi ke email terkait aplikasi tersebut.",Negative,Autentikasi,Pada saat aplikasinya error pengguna langsung diblokir tanpa ada notifikasi ke email terkait aplikasi tersebut,pada saat aplikasinya error pengguna langsung diblokir tanpa ada notifikasi ke email terkait aplikasi tersebut,pada saat aplikasinya error pengguna langsung diblokir tanpa ada notifikasi ke email terkait aplikasi tersebut,error pengguna langsung diblokir tanpa notifikasi email terkait,"['error', 'pengguna', 'langsung', 'diblokir', 'tanpa', 'notifikasi', 'email', 'terkait']",error pengguna langsung diblokir tanpa notifikasi email terkait,"['error', 'guna', 'langsung', 'blokir', 'tanpa', 'notifikasi', 'email', 'kait']"
Gajelas balik lg ke syarat&ketentuan.. padahal udh login.. Hp ram 8 masa iya ngaco? Ini mah aplikasinya yg down payah.. mending BNI Mobile Banking jauhhh,Negative,Autentikasi,Gajelas balik lg ke syaratketentuan padahal udh login Hp ram  masa iya ngaco Ini mah aplikasinya yg down payah mending BNI Mobile Banking jauhhh,gajelas balik lg ke syaratketentuan padahal udh login hp ram  masa iya ngaco ini mah aplikasinya yg down payah mending bni mobile banking jauhhh,gak jelas balik lagi ke syarat ketentuan padahal sudah login hp ram masa iya ngawur ini mah aplikasinya yang down payah lebih baik bni mobile banking jauh,gak syarat ketentuan login hp ram iya ngawur mah down payah lebih baik mobile banking,"['gak', 'syarat', 'ketentuan', 'login', 'hp', 'ram', 'iya', 'ngawur', 'mah', 'down', 'payah', 'lebih', 'baik', 'mobile', 'banking']",gak syarat ketentuan login hp ram iya ngawur mah down payah lebih baik mobile banking,"['gak', 'syarat', 'tentu', 'login', 'hp', 'ram', 'iya', 'ngawur', 'mah', 'down', 'payah', 'lebih', 'baik', 'mobile', 'banking']"
"Aplikasinya error. Saya ngga bisa login karna halaman utama yang muncul itu halaman utama untuk daftar. Setiap mau login yang muncul syarat-syarat yang dipakai kalau mau daftar. Pas udah diikutin step pendaftarannya juga masih sama, muncul di situ lagi setiap mau login, tidak muncul halaman login seperti seharusnya. Tolong untuk segera diatasi.",Negative,Autentikasi,Aplikasinya error Saya ngga bisa login karna halaman utama yang muncul itu halaman utama untuk daftar Setiap mau login yang muncul syarat syarat yang dipakai kalau mau daftar Pas udah diikutin step pendaftarannya juga masih sama muncul di situ lagi setiap mau login tidak muncul halaman login seperti seharusnya Tolong untuk segera diatasi,aplikasinya error saya ngga bisa login karna halaman utama yang muncul itu halaman utama untuk daftar setiap mau login yang muncul syarat syarat yang dipakai kalau mau daftar pas udah diikutin step pendaftarannya juga masih sama muncul di situ lagi setiap mau login tidak muncul halaman login seperti seharusnya tolong untuk segera diatasi,aplikasinya error saya tidak bisa login karena halaman utama yang muncul itu halaman utama untuk daftar setiap mau login yang muncul syarat syarat yang dipakai kalau mau daftar pas sudah diikutin step pendaftarannya juga masih sama muncul di situ lagi setiap mau login tidak muncul halaman login seperti seharusnya tolong untuk segera diatasi,error tidak bisa login halaman utama muncul halaman utama daftar login muncul syarat syarat dipakai daftar pas diikutin step pendaftarannya masih muncul situ login tidak muncul halaman login tolong diatasi,"['error', 'tidak', 'bisa', 'login', 'halaman', 'utama', 'muncul', 'halaman', 'utama', 'daftar', 'login', 'muncul', 'syarat', 'syarat', 'dipakai', 'daftar', 'pas', 'diikutin', 'step', 'pendaftarannya', 'masih', 'muncul', 'situ', 'login', 'tidak', 'muncul', 'halaman', 'login', 'tolong', 'diatasi']",error tidak bisa login halaman utama muncul halaman utama daftar login muncul syarat syarat dipakai daftar pas diikutin step pendaftarannya masih muncul situ login tidak muncul halaman login tolong diatasi,"['error', 'tidak', 'bisa', 'login', 'halaman', 'utama', 'muncul', 'halaman', 'utama', 'daftar', 'login', 'muncul', 'syarat', 'syarat', 'pakai', 'daftar', 'pas', 'diikutin', 'step', 'daftar', 'masih', 'muncul', 'situ', 'login', 'tidak', 'muncul', 'halaman', 'login', 'tolong', 'atas']"
Verifikasii muka susah banget... Payaah...,Negative,Autentikasi,Verifikasii muka susah banget Payaah,verifikasii muka susah banget payaah,verifikasii muka susah banget payaah,verifikasii muka susah banget payaah,"['verifikasii', 'muka', 'susah', 'banget', 'payaah']",verifikasii muka susah banget payaah,"['verifikasi', 'muka', 'susah', 'banget', 'payaah']"
"Aplikasi ok mntap cuma kekurangan nya salah masukin sandi satu kali saja suruh pervikasi akun, sudah gitu nunggu OTP sudah 4-5 kali tidak ada kiriman otp nya juga. Anda sudah mencoba 5 kali kitim otp mohon datang kembali besok. Jadi bikin pusing. Tolong diperbaiki dan dipermudah untuk yang sudah punya akun.",Negative,Autentikasi,Aplikasi ok mntap cuma kekurangan nya salah masukin sandi satu kali saja suruh pervikasi akun sudah gitu nunggu OTP sudah  kali tidak ada kiriman otp nya juga Anda sudah mencoba  kali kitim otp mohon datang kembali besok Jadi bikin pusing Tolong diperbaiki dan dipermudah untuk yang sudah punya akun,aplikasi ok mntap cuma kekurangan nya salah masukin sandi satu kali saja suruh pervikasi akun sudah gitu nunggu otp sudah  kali tidak ada kiriman otp nya juga anda sudah mencoba  kali kitim otp mohon datang kembali besok jadi bikin pusing tolong diperbaiki dan dipermudah untuk yang sudah punya akun,aplikasi oke mantap cuma kekurangan ya salah memasuki sandi satu kali saja suruh verifikasi akun sudah seperti itu menunggu otp sudah kali tidak ada kiriman otp ya juga anda sudah mencoba kali kirim otp mohon datang kembali besok jadi membuat pusing tolong diperbaiki dan dipermudah untuk yang sudah punya akun,oke mantap kekurangan salah memasuki sandi kali suruh verifikasi akun menunggu otp kali tidak kiriman otp mencoba kali kirim otp mohon besok pusing tolong diperbaiki dipermudah akun,"['oke', 'mantap', 'kekurangan', 'salah', 'memasuki', 'sandi', 'kali', 'suruh', 'verifikasi', 'akun', 'menunggu', 'otp', 'kali', 'tidak', 'kiriman', 'otp', 'mencoba', 'kali', 'kirim', 'otp', 'mohon', 'besok', 'pusing', 'tolong', 'diperbaiki', 'dipermudah', 'akun']",oke mantap kekurangan salah memasuki sandi kali suruh verifikasi akun menunggu otp kali tidak kiriman otp mencoba kali kirim otp mohon besok pusing tolong diperbaiki dipermudah akun,"['oke', 'mantap', 'kurang', 'salah', 'pasuk', 'sandi', 'kali', 'suruh', 'verifikasi', 'akun', 'tunggu', 'otp', 'kali', 'tidak', 'kirim', 'otp', 'coba', 'kali', 'kirim', 'otp', 'mohon', 'besok', 'pusing', 'tolong', 'diperbaiki', 'mudah', 'akun']"
"Tdx sdh login, pas mw login balik aplikasi kembali k syarat & ketentuan, bgitu sterusx sampe sy uninstallðŸ˜ž",Negative,Autentikasi,Tdx sdh login pas mw login balik aplikasi kembali k syarat  ketentuan bgitu sterusx sampe sy uninstall,tdx sdh login pas mw login balik aplikasi kembali k syarat  ketentuan bgitu sterusx sampe sy uninstall,tadi sudah sudah login pas mau login balik aplikasi kembali ke syarat ketentuan begitu seterusnya sampai saya uninstall,login pas login syarat ketentuan uninstall,"['login', 'pas', 'login', 'syarat', 'ketentuan', 'uninstall']",login pas login syarat ketentuan uninstall,"['login', 'pas', 'login', 'syarat', 'tentu', 'uninstall']"
"Aplikasi aneh, sdh login malah log out sendiri, aplikasi nggk jelas ini, mohon di perbaiki yaa..!!!",Negative,Autentikasi,Aplikasi aneh sdh login malah log out sendiri aplikasi nggk jelas ini mohon di perbaiki yaa,aplikasi aneh sdh login malah log out sendiri aplikasi nggk jelas ini mohon di perbaiki yaa,aplikasi aneh sudah login malah login out sendiri aplikasi tidak jelas ini mohon di perbaiki ya,aneh login login out tidak mohon perbaiki,"['aneh', 'login', 'login', 'out', 'tidak', 'mohon', 'perbaiki']",aneh login login out tidak mohon perbaiki,"['aneh', 'login', 'login', 'out', 'tidak', 'mohon', 'baik']"
udh daftar dan verif udh topup saldo eh besok nya suruh verif dan ke cabang bank terdekat hadeuh,Negative,Autentikasi,udh daftar dan verif udh topup saldo eh besok nya suruh verif dan ke cabang bank terdekat hadeuh,udh daftar dan verif udh topup saldo eh besok nya suruh verif dan ke cabang bank terdekat hadeuh,sudah daftar dan verif sudah top up saldo eh besok ya suruh verif dan ke cabang bank terdekat aduh,daftar verif top up saldo eh besok suruh verif cabang bank terdekat aduh,"['daftar', 'verif', 'top', 'up', 'saldo', 'eh', 'besok', 'suruh', 'verif', 'cabang', 'bank', 'terdekat', 'aduh']",daftar verif top up saldo eh besok suruh verif cabang bank terdekat aduh,"['daftar', 'verif', 'top', 'up', 'saldo', 'eh', 'besok', 'suruh', 'verif', 'cabang', 'bank', 'dekat', 'aduh']"
Sudah daftar pas masuk suruh daftar lagi applikasi aneh. Close sendiri pas buka lagi suruh ceklist persyaratan & verifikasi ktp & wajah lagi. Harusnya kalau udah daftar ada tombol login ga usah verivikasi lagi. Jauh sama applikasi BRImo punya BRI.,Negative,Autentikasi,Sudah daftar pas masuk suruh daftar lagi applikasi aneh Close sendiri pas buka lagi suruh ceklist persyaratan  verifikasi ktp  wajah lagi Harusnya kalau udah daftar ada tombol login ga usah verivikasi lagi Jauh sama applikasi BRImo punya BRI,sudah daftar pas masuk suruh daftar lagi applikasi aneh close sendiri pas buka lagi suruh ceklist persyaratan  verifikasi ktp  wajah lagi harusnya kalau udah daftar ada tombol login ga usah verivikasi lagi jauh sama applikasi brimo punya bri,sudah daftar pas masuk suruh daftar lagi aplikasi aneh close sendiri pas buka lagi suruh ceklis persyaratan verifikasi KTP wajah lagi seharusnya kalau sudah daftar ada tombol login tidak usah verifikasi lagi jauh sama aplikasi BRImo punya bri,daftar pas masuk suruh daftar aneh close pas buka suruh ceklis persyaratan verifikasi KTP wajah daftar tombol login tidak verifikasi BRImo bri,"['daftar', 'pas', 'masuk', 'suruh', 'daftar', 'aneh', 'close', 'pas', 'buka', 'suruh', 'ceklis', 'persyaratan', 'verifikasi', 'KTP', 'wajah', 'daftar', 'tombol', 'login', 'tidak', 'verifikasi', 'BRImo', 'bri']",daftar pas masuk suruh daftar aneh close pas buka suruh ceklis persyaratan verifikasi KTP wajah daftar tombol login tidak verifikasi BRImo bri,"['daftar', 'pas', 'masuk', 'suruh', 'daftar', 'aneh', 'close', 'pas', 'buka', 'suruh', 'ceklis', 'syarat', 'verifikasi', 'ktp', 'wajah', 'daftar', 'tombol', 'login', 'tidak', 'verifikasi', 'brimo', 'bri']"
mbanking terflop. minta verifikasi mulu. bye bni,Negative,Autentikasi,mbanking terflop minta verifikasi mulu bye bni,mbanking terflop minta verifikasi mulu bye bni,m banking terflop meminta verifikasi melulu bye bni,m banking terflop verifikasi melulu bye,"['m', 'banking', 'terflop', 'verifikasi', 'melulu', 'bye']",m banking terflop verifikasi melulu bye,"['m', 'banking', 'flop', 'verifikasi', 'melulu', 'bye']"
Aplikasi ny gak jelas Masa keluar masuk sendiri Setiap masuk harus login juga Fitur ngak mudah d pahami Gak sesuai kataÂ² d komentar Kata ny mudah Malah sebaliknya,Negative,Autentikasi,Aplikasi ny gak jelas Masa keluar masuk sendiri Setiap masuk harus login juga Fitur ngak mudah d pahami Gak sesuai kata d komentar Kata ny mudah Malah sebaliknya,aplikasi ny gak jelas masa keluar masuk sendiri setiap masuk harus login juga fitur ngak mudah d pahami gak sesuai kata d komentar kata ny mudah malah sebaliknya,aplikasi nya tidak jelas masa keluar masuk sendiri setiap masuk harus login juga fitur tidak mudah di pahami tidak sesuai kata di komentar kata nya mudah malah sebaliknya,tidak masuk masuk login fitur tidak mudah pahami tidak sesuai komentar mudah,"['tidak', 'masuk', 'masuk', 'login', 'fitur', 'tidak', 'mudah', 'pahami', 'tidak', 'sesuai', 'komentar', 'mudah']",tidak masuk masuk login fitur tidak mudah pahami tidak sesuai komentar mudah,"['tidak', 'masuk', 'masuk', 'login', 'fitur', 'tidak', 'mudah', 'paham', 'tidak', 'sesuai', 'komentar', 'mudah']"
Sudah bisa daftar dan login. Tapi waktu keluar aplikasi. Masuk lagi mau login ke akun. Malah dialihkan ke daftar lagi. Programmer nya payah. Alahasil tidak bisa login. Karena dialihkan ke daftar terus.,Negative,Autentikasi,Sudah bisa daftar dan login Tapi waktu keluar aplikasi Masuk lagi mau login ke akun Malah dialihkan ke daftar lagi Programmer nya payah Alahasil tidak bisa login Karena dialihkan ke daftar terus,sudah bisa daftar dan login tapi waktu keluar aplikasi masuk lagi mau login ke akun malah dialihkan ke daftar lagi programmer nya payah alahasil tidak bisa login karena dialihkan ke daftar terus,sudah bisa daftar dan login tapi waktu keluar aplikasi masuk lagi mau login ke akun malah dialihkan ke daftar lagi programmer ya payah alahasil tidak bisa login karena dialihkan ke daftar terus,bisa daftar login masuk login akun dialihkan daftar programmer payah alahasil tidak bisa login dialihkan daftar,"['bisa', 'daftar', 'login', 'masuk', 'login', 'akun', 'dialihkan', 'daftar', 'programmer', 'payah', 'alahasil', 'tidak', 'bisa', 'login', 'dialihkan', 'daftar']",bisa daftar login masuk login akun dialihkan daftar programmer payah alahasil tidak bisa login dialihkan daftar,"['bisa', 'daftar', 'login', 'masuk', 'login', 'akun', 'alih', 'daftar', 'programmer', 'payah', 'alahasil', 'tidak', 'bisa', 'login', 'alih', 'daftar']"
Susah verifikasi wajah,Negative,Autentikasi,Susah verifikasi wajah,susah verifikasi wajah,susah verifikasi wajah,susah verifikasi wajah,"['susah', 'verifikasi', 'wajah']",susah verifikasi wajah,"['susah', 'verifikasi', 'wajah']"
"Gampang di akses, tp untuk daftar tapenas blm bisa",Positive,Autentikasi,Gampang di akses tp untuk daftar tapenas blm bisa,gampang di akses tp untuk daftar tapenas blm bisa,gampang di akses tapi untuk daftar tapenas belum bisa,gampang akses daftar tapenas belum bisa,"['gampang', 'akses', 'daftar', 'tapenas', 'belum', 'bisa']",gampang akses daftar tapenas belum bisa,"['gampang', 'akses', 'daftar', 'tapenas', 'belum', 'bisa']"
Aplikasi ga jelassss dikit dikit LOGOUT!!!!! KALO GA BISA BIKIN APLIKASI BAGUS UDH LAH JUALAN GALON AJA LU,Negative,Autentikasi,Aplikasi ga jelassss dikit dikit LOGOUT KALO GA BISA BIKIN APLIKASI BAGUS UDH LAH JUALAN GALON AJA LU,aplikasi ga jelassss dikit dikit logout kalo ga bisa bikin aplikasi bagus udh lah jualan galon aja lu,aplikasi tidak jelassss dikit dikit logout kalau tidak bisa membuat aplikasi bagus sudah lah jualan galon saja kamu,tidak jelassss dikit dikit logout tidak bisa bagus jualan galon,"['tidak', 'jelassss', 'dikit', 'dikit', 'logout', 'tidak', 'bisa', 'bagus', 'jualan', 'galon']",tidak jelassss dikit dikit logout tidak bisa bagus jualan galon,"['tidak', 'jelassss', 'dikit', 'dikit', 'logout', 'tidak', 'bisa', 'bagus', 'jual', 'galon']"
